@relation reviews

@attribute 'of' real
@attribute 'to' real
@attribute 'is' real
@attribute 'in' real
@attribute 'with' real
@attribute 'was' real
@attribute 'film' real
@attribute 'movie' real
@attribute 'on' real
@attribute 'are' real
@attribute 'not' real
@attribute 'one' real
@attribute 'be' real
@attribute 'have' real
@attribute 'by' real
@attribute 'at' real
@attribute 'all' real
@attribute 'who' real
@attribute 'from' real
@attribute 'has' real
@attribute '' real
@attribute 'like' real
@attribute 'about' real
@attribute 'very' real
@attribute 'out' real
@attribute 'more' real
@attribute 'what' real
@attribute 'some' real
@attribute 'good' real
@attribute 'just' real
@attribute 'there' real
@attribute 'great' real
@attribute 'see' real
@attribute 'story' real
@attribute 'time' real
@attribute 'which' real
@attribute 'up' real
@attribute 'well' real
@attribute 'can' real
@attribute 'really' real
@attribute 'also' real
@attribute 'would' real
@attribute 'will' real
@attribute 'had' real
@attribute 'were' real
@attribute 'only' real
@attribute 'most' real
@attribute 'other' real
@attribute 'even' real
@attribute 'no' real
@attribute 'much' real
@attribute 'than' real
@attribute 'first' real
@attribute 'love' real
@attribute 'into' real
@attribute 'films' real
@attribute 'best' real
@attribute 'people' real
@attribute 'how' real
@attribute 'been' real
@attribute 'get' real
@attribute 'many' real
@attribute 'do' real
@attribute 'way' real
@attribute 'characters' real
@attribute 'life' real
@attribute 'think' real
@attribute 'movies' real
@attribute 'made' real
@attribute 'dont' real
@attribute 'too' real
@attribute 'two' real
@attribute 'then' real
@attribute 'seen' real
@attribute 'watch' real
@attribute 'being' real
@attribute 'character' real
@attribute 'show' real
@attribute 'make' real
@attribute 'never' real
@attribute 'little' real
@attribute 'still' real
@attribute 'could' real
@attribute 'any' real
@attribute 'man' real
@attribute 'know' real
@attribute 'does' real
@attribute 'did' real
@attribute 'ever' real
@attribute 'years' real
@attribute 'end' real
@attribute 'scene' real
@attribute 'over' real
@attribute 'real' real
@attribute 'say' real
@attribute 'such' real
@attribute 'scenes' real
@attribute 'back' real
@attribute 'makes' real
@attribute 'here' real
@attribute opinion {pos, neg}

@data
10,0,2,5,1,0,2,0,0,3,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,pos
3,2,1,3,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
4,11,8,7,1,1,1,1,0,1,1,2,2,0,2,0,0,1,2,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,pos
2,4,0,1,0,2,0,3,0,1,1,0,1,1,0,1,0,0,1,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,pos
6,2,8,4,1,5,4,4,1,0,1,3,0,0,3,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,3,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,pos
1,5,3,2,3,0,0,0,0,0,1,1,4,0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,pos
3,3,8,2,0,1,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,pos
0,4,6,1,1,1,0,4,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,pos
3,5,7,4,2,0,0,0,2,0,1,2,1,0,0,1,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pos
1,1,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,pos
2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,pos
3,3,0,0,0,2,1,1,1,1,0,2,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,pos
2,0,2,1,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
0,0,2,1,1,1,0,2,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,pos
2,5,4,2,0,1,4,0,1,0,3,1,1,1,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,pos
2,3,0,3,0,4,0,4,0,0,2,1,1,0,1,1,1,1,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,pos
5,1,3,4,0,1,6,0,1,0,3,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,pos
3,6,3,4,1,2,5,0,2,1,0,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,pos
3,6,5,3,1,1,2,3,1,1,0,0,1,0,0,3,3,3,0,0,3,0,1,1,2,0,0,1,0,2,1,0,2,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2,1,2,1,0,0,1,1,0,0,0,0,0,1,0,0,pos
9,17,7,5,2,10,0,0,8,1,1,3,1,0,1,5,5,1,1,1,4,1,1,0,2,0,1,0,2,2,0,1,2,0,1,1,5,0,0,0,0,2,0,1,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,4,0,0,2,0,0,0,4,0,0,1,0,0,0,0,1,1,0,0,2,1,0,4,1,0,1,0,0,1,0,0,1,2,0,1,pos
1,3,1,1,0,0,0,3,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,pos
18,10,11,13,3,3,1,4,3,2,4,4,3,2,1,0,1,9,3,6,1,1,0,1,1,5,0,3,1,0,1,2,2,0,0,0,2,0,0,0,2,1,1,1,0,2,1,0,0,1,2,2,0,0,2,1,2,4,1,0,1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,3,3,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,pos
5,1,10,5,4,0,4,2,2,3,2,1,1,0,1,2,0,2,1,2,0,2,0,1,0,0,0,2,0,2,1,1,2,1,2,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,pos
5,4,4,4,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,pos
5,5,5,4,3,3,0,1,2,1,3,0,0,0,0,3,2,1,0,2,0,0,0,2,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
6,4,5,3,0,0,0,4,0,1,0,2,0,0,0,0,0,1,1,0,0,1,0,3,0,0,0,1,1,0,0,0,0,1,0,0,2,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
3,1,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,pos
1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
2,3,3,0,1,1,1,2,1,0,0,1,0,0,1,1,1,0,1,2,3,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,pos
1,5,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,pos
1,4,5,4,2,0,0,5,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,pos
8,4,7,1,0,3,0,3,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,pos
6,2,7,4,3,1,1,6,2,2,2,4,1,2,0,2,0,0,3,1,0,2,0,0,1,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,pos
5,2,4,4,1,1,0,2,1,1,0,0,0,0,1,1,3,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,pos
6,1,3,0,1,0,2,0,0,4,2,0,2,0,2,0,2,1,3,1,3,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,2,1,1,1,1,0,0,0,2,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,pos
5,6,9,3,0,0,2,2,2,3,1,0,0,0,1,2,3,2,2,1,0,0,3,0,0,0,1,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,pos
3,0,4,2,0,0,0,5,1,0,0,2,1,3,0,1,0,0,0,0,0,1,1,0,2,0,0,1,0,0,3,0,1,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,pos
8,9,5,4,2,2,2,0,0,1,3,3,2,1,0,2,0,4,0,1,0,0,3,0,1,0,2,2,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pos
5,3,7,4,2,1,0,2,2,0,1,2,0,0,0,0,1,0,1,2,5,0,0,2,3,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,1,0,0,0,0,0,1,pos
6,2,5,2,1,0,6,1,2,0,3,1,0,1,0,1,0,0,1,4,0,1,2,1,0,2,4,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,pos
13,10,10,6,4,1,0,3,5,2,1,5,3,0,0,3,0,1,2,2,0,0,0,1,1,4,1,0,0,2,1,3,1,2,1,0,2,0,2,1,0,2,1,0,0,0,1,0,2,0,2,2,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,4,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,pos
4,0,2,2,1,1,0,3,0,3,2,3,1,0,0,1,2,0,1,0,0,0,1,1,1,0,0,0,2,1,1,0,4,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,pos
12,9,5,11,3,2,2,5,1,3,0,0,3,1,0,0,0,0,0,1,0,2,0,0,2,1,0,0,1,1,0,1,0,1,0,2,0,1,2,0,0,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,pos
3,3,3,0,0,3,2,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,4,0,2,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,pos
3,1,4,0,0,0,0,0,1,0,1,1,0,2,0,2,0,0,2,0,0,0,0,1,1,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,pos
5,0,4,0,4,0,0,4,0,1,1,1,2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,3,1,0,1,2,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
21,12,17,11,4,0,4,0,4,3,3,2,2,1,3,4,1,2,3,1,2,3,0,0,1,1,2,0,0,0,2,1,1,2,1,2,1,0,2,2,0,0,0,0,0,1,1,4,0,0,2,1,0,1,1,2,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,2,0,0,pos
7,3,3,2,1,4,7,2,1,0,0,1,1,0,1,3,0,1,2,0,0,1,0,3,0,1,0,0,1,5,0,1,2,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,pos
10,7,8,4,2,0,3,1,1,0,3,3,2,0,0,2,1,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,pos
9,15,11,4,1,1,0,2,5,2,0,5,3,4,1,1,3,0,3,0,6,2,1,0,0,1,1,2,1,2,1,0,1,3,2,1,0,0,2,1,0,1,1,2,0,0,0,0,2,1,1,1,1,1,0,0,3,0,0,1,2,0,3,1,0,0,0,1,0,1,1,3,0,1,2,0,0,0,0,0,1,1,1,1,0,1,0,4,0,0,0,0,0,0,1,3,1,1,0,0,pos
21,12,8,3,4,0,5,6,2,0,7,2,6,2,2,1,1,0,3,0,0,1,1,1,1,0,3,2,0,0,0,0,0,0,0,3,1,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,0,2,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,pos
7,6,2,2,1,0,0,7,3,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
0,6,5,2,1,2,4,0,0,0,1,2,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,pos
2,3,4,3,1,4,1,0,0,0,0,0,1,2,0,2,1,2,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,pos
7,6,2,3,2,1,1,0,2,0,0,1,0,0,1,2,2,0,0,3,0,0,0,1,2,2,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,pos
27,14,9,9,5,0,3,2,1,2,5,2,3,1,0,4,1,0,5,0,2,1,0,1,0,1,2,6,0,0,0,1,2,3,0,1,0,2,1,1,1,0,2,0,1,1,1,1,2,1,1,0,0,1,0,6,0,3,0,0,0,1,1,1,2,0,0,0,0,1,0,6,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,pos
6,7,3,5,1,1,3,3,0,0,3,1,1,1,1,0,1,0,0,0,0,3,0,1,0,1,0,0,0,1,0,2,2,3,0,0,0,0,1,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pos
8,7,8,7,2,3,2,1,2,1,0,0,0,4,1,2,0,0,0,2,2,2,2,0,3,4,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
2,5,6,11,7,0,6,0,2,1,1,1,1,0,0,2,1,0,1,0,0,1,0,0,1,1,0,0,2,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,pos
26,15,22,27,6,8,8,2,5,4,5,2,5,3,4,6,1,2,3,0,0,4,1,2,5,1,0,2,2,5,2,0,5,1,1,2,2,2,1,2,6,0,1,3,2,1,1,2,0,0,1,0,3,0,0,3,0,0,4,1,0,1,2,1,3,1,6,0,0,2,4,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,2,5,1,3,0,4,5,0,0,0,pos
54,27,11,18,3,1,12,8,2,5,5,1,9,2,5,2,2,4,3,2,0,1,0,0,2,4,0,0,1,1,1,0,2,1,0,2,2,1,4,2,1,2,1,1,0,5,5,6,2,2,2,2,0,0,1,5,0,0,1,2,1,0,1,1,0,0,2,0,3,1,0,11,0,0,1,0,0,0,2,0,0,1,2,4,0,0,4,0,2,0,1,2,0,0,1,4,0,0,1,1,pos
5,4,6,4,0,0,4,1,0,2,2,0,2,0,0,0,0,1,1,1,0,0,0,0,1,2,0,1,0,0,1,0,1,1,0,0,0,0,0,3,1,0,2,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,pos
8,4,5,4,2,0,3,1,1,4,0,3,1,1,0,2,3,1,0,1,0,5,0,0,0,1,0,0,1,0,0,2,1,1,1,1,0,2,0,3,2,0,1,0,1,1,0,0,1,1,1,1,0,0,0,3,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1,4,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pos
